Nombre,Estado,Canal,Teléfono 1,Email,Web,Notas,Ciudad,Carencias,Nº actividades,Oportunidad,Mensaje de contacto,Fecha primer contacto,Linkedin,Número de actividades,Creada,Actividades,Fuente de adquisición,Fecha seguimiento,Responsable,Actividades1,Último seguimiento,Días sin contacto,🚨 Lead Atrasado,Ventas,Mes y año
Nina Merli Centro de Estética,No lo coge,Llamada,958 25 66 04,,https://www.ninamerli.com,"Dueña: Pilar.
Llamo pero no lo cogen
",,Sin citas online · Sin email visible · Sin automatizaciones de seguimiento · Sin captación de reseñas,1,ALTA,"Hola, soy [Tu nombre] y ayudo a centros de estética en Granada. Tenéis blog activo y redes, pero sin citas online las clientas tienen que llamar — y muchas no lo hacen. Con reservas automáticas + recordatorios + solicitud de reseñas post-visita, convertís la satisfacción en nuevos clientes sin trabajo extra. ¿Os interesa verlo?",,"Hola, soy [Tu nombre] y ayudo a centros de estética en Granada. Tenéis blog activo y redes, pero sin citas online las clientas tienen que llamar — y muchas no lo hacen. Con reservas automáticas + recordatorios + solicitud de reseñas post-visita, convertís la satisfacción en nuevos clientes sin trabajo extra. ¿Os interesa verlo?",1,6/5/2026 4:22pm,Nina Merli Centro de Estética - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
Carmen Rojas Fisioterapia y Pilates,No lo coge,Llamada,640 267 020,,https://carmenrojasfisioterapia.es,"Dueña: carmen
No lo coge

",,Sin citas online · Sin email visible · Sin automatizaciones de seguimiento,1,ALTA,"Hola, me llamo [Tu nombre] y trabajo con centros de fisioterapia en Granada. Tenéis web cuidada y buen contenido, pero sin citas online los pacientes tienen que llamar para todo. Con un sistema automático de reservas y confirmaciones, recuperáis horas de gestión cada semana. ¿Hablamos esta semana?",,"Hola, me llamo [Tu nombre] y trabajo con centros de fisioterapia en Granada. Tenéis web cuidada y buen contenido, pero sin citas online los pacientes tienen que llamar para todo. Con un sistema automático de reservas y confirmaciones, recuperáis horas de gestión cada semana. ¿Hablamos esta semana?",1,6/5/2026 4:22pm,Carmen Rojas Fisioterapia y Pilates - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
Centro Diagnóstico Granada,Pendiente,,677 677 000,contabilidad@centrodiagnostico.com,https://centrodiagnostico.com,,Granada,Sin chat en vivo,0,BAJA,"Hola, soy [Tu nombre]. Tenéis una presencia digital muy avanzada. Si en algún momento queréis explorar un asistente de IA para atención al paciente en tiempo real, estaré encantado de contaros cómo lo hacemos.",,,0,6/5/2026 4:00pm,,,,,,,,,,May 2026
Clínica Diéguez,1ª Llamada,Llamada,958 251 170,administracion@clinicadieguez.com,https://clinicadieguez.com,"Dueño: José Diéguez.
Se lo comenta y me llamará","Calle José Recuerda nº4, Local 2, Granada",Sin citas online · Sin automatizaciones · Diseño mejorable,1,ALTA,"Hola, soy [Tu nombre], trabajo con clínicas dentales ayudándoles a automatizar la gestión de pacientes con IA. He revisado vuestra web — tenéis buen contenido SEO y presencia en redes, lo que ya os diferencia de muchos competidores en Granada. Pero hay un punto de mejora importante: sin citas online y automatizaciones, estáis perdiendo pacientes que llegan fuera de horario o que abandonan si el teléfono comunica. Podemos integrar un sistema que capture citas 24/7, mande recordatorios automáticos y recupere pacientes inactivos con WhatsApp, sin que tengáis que hacer nada manualmente. ¿Hablamos 15 minutos esta semana?",12/5/2026,,1,6/5/2026 4:00pm,Clínica Diéguez - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
Clínica Dental López-Gollonet,1ª Llamada,Llamada,958 805 412,c.dental@lopez-gollonet.com,https://clinicalopezgollonet.es,"Dueña: María López.
Enviar correo. Enviado","C/ Sócrates nº12, Granada",Citas online no optimizadas · Sin seguimiento automático · Sin chatbot IA,1,ALTA,"Hola, mi nombre es [Tu nombre] y me dedico a ayudar a clínicas dentales a crecer con automatizaciones de IA. He visto que tenéis una web muy bien posicionada y excelentes valoraciones — eso es una base fantástica. Lo que veo que podría multiplicar vuestros resultados es un sistema de seguimiento automático post-visita: mensajes personalizados por WhatsApp para recordar revisiones, pedir reseñas en Google, y reactivar pacientes que llevan tiempo sin visitaros. Clínicas con perfil similar han conseguido un 30% más de pacientes recurrentes en 60 días con este sistema. ¿Tenéis 15 minutos esta semana para que os cuente cómo funciona?",12/5/2026,,1,6/5/2026 4:00pm,Clínica Dental López-Gollonet - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
De Vicente Dental,1ª Llamada,Llamada,958 522 333,clinica@devicenteclinicadental.es,https://www.devicenteclinicadental.es,"Dueña: Mari Ángeles de Vicente.
Enviar email. Enviado","C/ Nueva de San Antón 15, Granada",Sin citas online · Sin chatbot IA,1,MEDIA,"Hola, soy [Tu nombre] y ayudo a clínicas dentales a automatizar la captación de pacientes. Tenéis una presencia digital muy sólida — blog activo, 7 redes sociales, web profesional. Lo que os falta es cerrar el ciclo: un sistema de citas online integrado y un chatbot de IA que atienda consultas fuera de horario. Con vuestra base actual, ese salto sería muy rápido de implementar y os generaría resultados desde el primer mes. ¿Hablamos esta semana?",12/5/2026,,1,6/5/2026 4:00pm,De Vicente Dental - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
Clínica Dental Márquez,1ª Llamada,Llamada,958 520 281,,https://clinicadentalmarquez.es,"Dueño: Tomás 
Recepcionista coge mi teléfono para ponerse en contacto conmigo
",Granada,Sin blog/SEO · Sin redes sociales · Sin citas online · Sin automatizaciones,1,ALTA,"Buenos días, me llamo [Tu nombre] y trabajo con clínicas dentales en Granada ayudándoles a conseguir más pacientes con diseño web y automatizaciones con IA. He analizado vuestra web y veo que tenéis potencial para crecer bastante: no aparecéis en búsquedas locales clave como 'dentista Granada centro' y no tenéis citas online, lo que hace que muchos posibles pacientes descarten llamar y acaban eligiendo a la competencia. Con un sistema de citas automáticas + recordatorios por WhatsApp + contenido SEO, clínicas similares en Andalucía han duplicado sus nuevas consultas en 3 meses. ¿Os vendría bien una llamada de 15 minutos esta semana para contaros cómo lo hacemos?",12/5/2026,,1,6/5/2026 4:00pm,Clínica Dental Márquez - Llamada,,,,12/5/2026,12/5/2026,29,,,May 2026
AC Healthy & Co,Perdido,Llamada,624 602 752,info@achealthyandco.com,https://achealthyandco.com,"Dueños: Juan Luis y Helena.
coge teléfono para llamarme luego","Calle Galileo 2, Granada",Sin chat en vivo · Automatizaciones mejorables,1,MEDIA,"Hola, me llamo [Tu nombre] y trabajo con centros médicos en Granada. Tenéis una web muy completa y bien estructurada. Lo que veo que podría mejorar es la atención en tiempo real: un chat de IA que responda al instante y cualifique al paciente antes de que llegue a recepción. ¿Os interesa explorar esa posibilidad?",12/5/2026,,1,6/5/2026 4:00pm,AC Healthy & Co - Email,,,,12/5/2026,12/5/2026,29,,,May 2026
Clínica Fisioterapia Gallardo. Fisioterapia Avanzada y Osteopatía. Resonancia Magnética Terapéutica MBST.,Pendiente,,958 25 45 60,info@fisiogallardo.com,https://www.fisiogallardo.com/,,granada,,0,Media,,,,0,6/5/2026 1:03pm,,,,Ana,,,,,,May 2026
Physiotherapy and Pilates center Carmen Rojas,Pendiente,,640 26 70 20,,,,granada,,0,Media,,,,0,6/5/2026 1:03pm,,,,Ana,,,,,,May 2026
Clínica de Fisioterapia Movimiento y Vida,Contactado,Email,644 28 58 05,fisioterapiamovimientoyvida@gmail.com,https://fisioterapiamovimientoyvida.es/,,granada,,1,,,,,1,6/5/2026 1:03pm,Clínica de Fisioterapia Movimiento y Vida - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Irémise Fisioterapia | Fisioterapia en Granada,Pendiente,Llamada,634 47 00 95,,https://www.iremisefisioterapia.es/,Andrea,granada,,0,,,,,0,6/5/2026 1:03pm,,,,Ana,,,,,,May 2026
TORCUATO REQUENA FISIOTERAPIA,Pendiente,,958 72 70 23,,,,granada,,0,,,,,0,6/5/2026 1:03pm,,,,Ana,,,,,,May 2026
Martínez Plaza Fisioterapia,Contactado,Email,634 46 60 12,info@martinezplazafisioterapia.com,https://martinezplazafisioterapia.com/,,granada,,0,,,,,0,6/5/2026 1:03pm,,,,Ana,,,,,,May 2026
Centro de Fisioterapia y Medicina Rehabilitadora San Rafael,Pendiente,,672 24 00 78,,https://www.sjdgranada.es/rehabilitacion-fisioterapia-granada,,granada,,0,,,,,0,6/5/2026 1:03pm,,,,Ana,,,,,,May 2026
Flor Trujillo Fisioterapia y Osteopatía,Contactado,Email,958 07 13 62,admin@flortrujillofisioterapia.com,https://www.flortrujillofisioterapia.com/,,granada,,1,,,,,1,6/5/2026 1:03pm,Flor Trujillo Fisioterapia y Osteopatía - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Fisioterapia Invicto Granada | Ecografía y Rehabilitación,Pendiente,,614 11 66 98,,,,granada,,0,,,,,0,6/5/2026 1:03pm,,,,Ana,,,,,,May 2026
Fisioterapia Granada | ACTIVA GRANADA,Contactado,Email,609 77 79 61,fisioterapiaactivagranada@gmail.com,https://fisioterapiaactivagranada.es/,,granada,,1,,,,,1,6/5/2026 1:03pm,Fisioterapia Granada | ACTIVA GRANADA - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
fisioterapia Inmaculada Moya,Contactado,Email,958 26 35 05,info@fisioterapiainmamoya.es,https://www.fisioterapiainmamoya.es/,,granada,,1,,,,,1,6/5/2026 1:03pm,fisioterapia Inmaculada Moya - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
[Fisioterapia Granada] HUMAN Centro de Fisioterapia y Readaptación,Contactado,Email,623 73 32 24,humancentrofisioterapia@gmail.com,https://humanfisioterapiagranada.com/,,granada,,1,,,,,1,6/5/2026 1:02pm,[Fisioterapia Granada] HUMAN Centro de Fisioterapia y Readaptación - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
FISIOTERAPIA SOL,Pendiente,Llamada,958 37 21 13,fisioterapiasol@gmail.com,,No página web,granada,,0,,,,,0,6/5/2026 1:02pm,,,,Ana,,,,,,May 2026
Fisioterapia Mila Mesas - Centro de Fisioterapia y Shiatsu en Granada,Contactado,Email,667 69 54 41,milamesas12@gmail.com,https://fisioterapiamilagranada.es/,,granada,,1,,,,,1,6/5/2026 1:02pm,Fisioterapia Mila Mesas - Centro de Fisioterapia y Shiatsu en Granada - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Fisioterapia en Granada Carrillo,Pendiente,,683 33 23 96,,https://fisioterapiacarrillo.com,Elena,granada,,0,,,,,0,6/5/2026 1:02pm,,,,Ana,,,,,,May 2026
Miguel Peña | Fisioterapia y Osteopatía Granada,Pendiente,Llamada,606 61 05 16,,https://www.miguelpenaosteopata.com/,Miguel,granada,,0,,,,,0,6/5/2026 1:02pm,,,,Ana,,,,,,May 2026
Fisioterapia Avanzada en Granada | Salvador Mora,Contactado,Email,615 32 44 08,info@salvadormora.es,https://www.salvadormora.es/,,granada,,1,,,,,1,6/5/2026 1:02pm,Fisioterapia Avanzada en Granada | Salvador Mora - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Centro de Fisioterapia Jorge Hernández,Contactado,Llamada,672 72 40 90,,https://jorgehernandezfisio.es/,Jorge Hernández. No interesado ahora mismo,granada,,1,,,,,1,6/5/2026 1:02pm,Centro de Fisioterapia Jorge Hernández - Llamada,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Laura Flores Belleza y Bienestar,Pendiente,,614 10 95 05,,https://laurafloresbienestar.com/,,churriana,,0,,,,,0,6/5/2026 12:57pm,,,,Ana,,,,,,May 2026
Amarilys Centro de Estética,Pendiente,,607 88 49 02,esteticamarilis@gmail.com,https://www.amarilysestetica.es/,,churriana,,0,,,,,0,6/5/2026 12:57pm,,,,Ana,,,,,,May 2026
Kimo Functional Center,No lo coge,Llamada,685 16 13 77,kimosportcenter@gmail.com,https://www.kimofunctionalcenter.es/,Stephan y Ghandi,ogijares,,1,,,,,1,6/5/2026 12:57pm,Kimo Functional Center - Llamada,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Centro Deportivo Linea,Respondió,Llamada,958 50 30 94,,https://centrodeportivolinea.es/,"Hablo con Samuel, mañana llamo otra vez",ogijares,,1,,,,,1,6/5/2026 12:57pm,Centro Deportivo Linea - Llamada,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Fisioterapia y Pilates en Churriana de la Vega | Cuidate,Contactado,Email,697 88 04 13,cuidatepilatesstudio@gmail.com,https://centrocuida-te.es/,,churriana,,1,,,,,1,6/5/2026 12:54pm,Fisioterapia y Pilates en Churriana de la Vega | Cuidate - Email,,,Ana,18/5/2026,18/5/2026,23,,,May 2026
Fisioterapia y Osteopatía Vega | Fisioterapeuta y Osteópata en Granada,Pendiente,,673 17 94 82,vega.fisioterapiayosteopatia@gmail.com,,,churriana,,0,,,,,0,6/5/2026 12:54pm,,,,Ana,,,,,,May 2026
Manuel Cuenca Physiotherapy & Osteopathy,Pendiente,,670 83 94 68,,https://www.manuelcuencafisioterapia.com/en/,,churriana,,0,,,,,0,6/5/2026 12:54pm,,,,Ana,,,,,,May 2026
Kinesis Physiotherapy Center,Pendiente,,652 49 18 85,,https://www.kinesis.es/es/,,churriana,,0,,,,,0,6/5/2026 12:54pm,,,,Ana,,,,,,May 2026
Asana Fisioterapia y Podología,Pendiente,,952 62 33 29,asanafisiopodo@gmail.com,,,churriana,,0,,,,,0,6/5/2026 12:54pm,,,,Ana,,,,,,May 2026
María José Cebrián Fisioterapia Avanzada,Pendiente,,640 25 84 09,,,,churriana,,0,,,,,0,6/5/2026 12:54pm,,,,Ana,,,,,,May 2026
"Osteopatía, Fisioterapia, Masaje Tailandés Los Cahorros",Pendiente,,626 73 85 97,,,,monachil,,0,,,,,0,6/5/2026 12:51pm,,,,Ana,,,,,,May 2026
Fisiodep,Pendiente,,691 55 72 89,,,,cenes,,0,,,,,0,6/5/2026 12:44pm,,,,Ana,,,,,,May 2026
Clínica de Osteopatía y Fisioterapia Javier Pérez Alguacil - Cenes de la Vega,Contactado,Email,625 38 00 03,info@osteopatiacenes.es,https://www.osteopatiacenes.es/,,cenes,,1,,,,,1,6/5/2026 12:44pm,Clínica de Osteopatía y Fisioterapia Javier Pérez Alguacil - Cenes de la Vega - Email,,,Ana,15/5/2026,15/5/2026,26,,,May 2026
Body formas,Pendiente,,617 28 82 94,gimnasiobodyformas@gmail.com,gimnasiobodyformas@gmail.com,,maracena,,0,,,,,0,6/5/2026 12:30pm,,,,Ana,,,,,,May 2026
GOfit Maracena,Pendiente,,911 19 02 02,recepcion.madrid@go-fit.es,recepcion.madrid@go-fit.es,,maracena,,0,,,,,0,6/5/2026 12:30pm,,,,Ana,,,,,,May 2026
Fascium Fisioterapia,Pendiente,,671 80 30 62,nicolas.lautaro@docfav.com,nicolas.lautaro@docfav.com,,monachil,,0,,,,,0,6/5/2026 12:28pm,,,,Ana,,,,,,May 2026
